LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder
MD,Maryland,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,40.9,%,Percentage,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
AR,Arkansas,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"37,917,550",$,Dollars,"(34.748650124, -92.274490743)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
TX,Texas,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,30.7,%,Percentage,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
AK,Alaska,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),164.8,,Pack,"(64.845079957001, -147.722059036)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
LA,Louisiana,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),91,,Pack,"(31.312660644, -92.445680071)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
WA,Washington,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.258,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AL,Alabama,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"66,373,279",$,Dollars,"(32.840571122, -86.631860762)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
WI,Wisconsin,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,1.16,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
AK,Alaska,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"5,395,000",$,Dollars,"(64.845079957001, -147.722059036)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
UT,Utah,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"27,788,866",$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
ID,Idaho,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"6,459,000",$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
VA,Virginia,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"19,535,000",$,Dollars,"(37.542680674, -78.457890463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
OK,Oklahoma,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.337,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KY,Kentucky,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),84.5,,Pack,"(37.645970271, -84.774971048)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
TN,Tennessee,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.791,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WI,Wisconsin,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.421,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),42.1,,Pack,"(43.625381239, -72.517640791)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
TN,Tennessee,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,46.4,%,Percentage,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
TX,Texas,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,28.8,%,Percentage,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
AR,Arkansas,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.673,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WV,West Virginia,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,26.4,%,Percentage,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
MO,Missouri,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,26,%,Percentage,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
NC,North Carolina,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.45,$,Dollars,"(35.466220975, -79.159250463)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
NY,New York,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,5.36,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
FL,Florida,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,43.6,%,Percentage,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
MI,Michigan,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,42.5,%,Percentage,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
NH,New Hampshire,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"45,121,750",$,Dollars,"(43.655950113, -71.50036092)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
CT,Connecticut,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,3.9,$,Dollars,"(41.56266102, -72.649840952)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
KY,Kentucky,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),170.8,,Pack,"(37.645970271, -84.774971048)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
NC,North Carolina,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,1.46,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
KS,Kansas,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.24,$,Dollars,"(38.3477403, -98.200781227)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
KY,Kentucky,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.586,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WI,Wisconsin,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.75,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.24,$,Dollars,"(40.060210141, -82.404260056)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
MN,Minnesota,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,54.7,%,Percentage,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
HI,Hawaii,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,45.2,%,Percentage,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
OK,Oklahoma,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.13,$,Dollars,"(35.472031356, -97.521070214)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
OH,Ohio,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.588,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NE,Nebraska,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),55,,Pack,"(41.641040988001, -99.365720623)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
IL,Illinois,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"183,660,000",$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
AL,Alabama,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.956,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.185,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
WV,West Virginia,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,25.5,%,Percentage,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
NM,New Mexico,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.45,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
OK,Oklahoma,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,19.2,%,Percentage,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
MD,Maryland,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.06,$,Dollars,"(39.290580964, -76.609260111)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
ME,Maine,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,39,%,Percentage,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
MD,Maryland,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"271,053,900",$,Dollars,"(39.290580964, -76.609260111)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
TX,Texas,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,32.2,%,Percentage,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
TX,Texas,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.659,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WV,West Virginia,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"23,472,000",$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
PA,Pennsylvania,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.55,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
MS,Mississippi,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.18,$,Dollars,"(32.745510099, -89.538030825)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
NY,New York,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"642,200,452",$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
MS,Mississippi,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,32.8,%,Percentage,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
MA,Massachusetts,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"236,881,320",$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
NV,Nevada,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.968,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"884,138,000",$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
ID,Idaho,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),63.3,,Pack,"(43.682630005, -114.363730042)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
MN,Minnesota,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.48,$,Dollars,"(46.355648736, -94.794200503)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
MN,Minnesota,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),65.7,,Pack,"(46.355648736, -94.794200503)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
OR,Oregon,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,29.7,%,Percentage,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
FL,Florida,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,1.339,$,Dollars,"(28.932040377, -81.928960539)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
UT,Utah,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.505,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
NE,Nebraska,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"12,529,000",$,Dollars,"(41.641040988001, -99.365720623)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
ID,Idaho,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,29.5,%,Percentage,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
MI,Michigan,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,2.39,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
IL,Illinois,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,29.7,%,Percentage,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
AZ,Arizona,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),115.2,,Pack,"(34.86597028, -111.763811277)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
WY,Wyoming,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.36,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
MO,Missouri,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"112,929,932",$,Dollars,"(38.635790776, -92.566300053)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
UT,Utah,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.265,$,Dollars,"(39.360700171, -111.587130635)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
MT,Montana,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,19.2,%,Percentage,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
LA,Louisiana,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"128,614,885",$,Dollars,"(31.312660644, -92.445680071)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
CA,California,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.039,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KS,Kansas,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.427,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,1,$,Dollars,"(45.254228894001, -68.985031336)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
RI,Rhode Island,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"29,932,000",$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
HI,Hawaii,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.84,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
ID,Idaho,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.091,$,Dollars,"(43.682630005, -114.363730042)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
AZ,Arizona,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.15,$,Dollars,"(34.86597028, -111.763811277)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
AL,Alabama,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.423,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.23,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
AZ,Arizona,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,2,$,Dollars,"(34.86597028, -111.763811277)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
NH,New Hampshire,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"37,639,000",$,Dollars,"(43.655950113, -71.50036092)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
IA,Iowa,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"91,301,474",$,Dollars,"(42.469400913, -93.816490556)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
MI,Michigan,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"1,055,969,027",$,Dollars,"(44.661319543001, -84.71439027)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
TN,Tennessee,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.21,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
